Productnummer,EAN,Gewicht product,Hoogte product,Lengte product,Breedte product,Type(nummer),Merk,Kleurfamilie,Met beschermkap,Type,Maximale breedte snijcapaciteit 90-90,Breedte zaaglint/blad,Max. zaagdikte hout,Materiaal van doeloppervlak,Max. zaagdikte metaal,Aantal pendelstanden,Energiebron,Lasergeleider,Maximaal vermogen,Stofafzuiging,Zaagbladwissel zonder gereedschap,Max. zaagdiepte,Softgrip,Toerental onbelast hoog,Voorzien van werkverlichting,Afgegeven vermogen,Met variabele snelheid,Aantal zaagbewegingen,Elektrische veiligheidsklasse,Inclusief lader,Met overbelastingbeveiliging,Max. voltage,Gelimiteerd vermogen,Type zaagbladaansluiting,Toerental onbelast laag,Functioneert met netspanning,Maximale frequentie,Nominale stroomsterkte,Aantal meegeleverde zaagbladen,Voltage,Type accu,Aantal meegeleverde accu's,Functioneert met batterij/accu,Accuplatform,Onderdeel accu platform
391153,4053423225952,1.600 gr,24 cm,8 cm,20 cm,UniversalSaw 18V-100 baretool,Bosch,Groen,Ja,Decoupeerzaag,100 mm,1 mm,100 mm,StaalHout,8 mm,1,Accu/batterij,Nee,0 Watt,Ja,Ja,80 mm,Ja,2600 tpm,Ja,0 Watt,Ja,2600 tpm,Klasse II,Nee,Nee,18 Volt,0 kW,SDS,80 tpm,Nee,18 Hertz,50 Amp̬re,2600,18 Volt,Lithium-ion (Li-ion),0,Ja,Nee,Bosch Power for All systeem
